catalog,thickness,g60,LAB_L_dmin,LAB_L_dmax,LAB_A_dmin,LAB_A_dmax,LAB_B_dmin,LAB_B_dmax,logroughness
4988,0.261,39.15395,95.54,,0.77,,-1.16,,1.791655122235427
4989,0.258,48.15138,93.22,,0.25,,1.42,,1.1866490553040758
4990,0.153,4.149484,92.93,,-1.24,,5.1,,1.6791309171452693
4991,0.169,56.60932,78.68,,3.97,,15.64,,1.8205472991441702
4992,0.256,4.311236,90.79,,2.05,,18.4,,2.92621687679375
4993,0.228,87.78777,90.9,,0.27,,1.3,,0.5475915204407156
4994,0.182,12.50305,94.23,,-0.81,,6.9,,1.7204795909420703
4996,0.193,33.67155,58.11,,-0.79,,17.26,,0.9313652091308899
4997,0.193,39.53486,52.41,,2.49,,19.17,,0.9381635165716385
4998,0.319,12.07604,91.99,,-1.63,,10.5,,2.7139044528537863
4999,0.178,14.14418,92.44,,-1.28,,7.28,,1.670966060693344
5,0.162,21.71447,90.18,,-0.49,,4.9,,1.0473913946829554
50,0.161,9.397617,91.82,,-0.49,,3.38,,1.226654498713402
5000a,0.252,97.20914,,,,,0.7755691334793782,,0.6850426240384416
5000b,0.25,26.73709,,,,,6.267993494411033,,1.7915913399323906
5000c,0.248,11.26964,,,,,6.8987530537511335,,1.8659175692991756
5000d,0.245,98.59389,,,,,0.3836853208956552,,0.5985001033075041
5000e,0.245,29.46747,,,,,6.16680629614124,,1.7973068938404257
5000f,0.243,98.21617,,,,,0.2264329057282708,,0.5540517043378818
5000g,0.245,30.11886,,,,,6.096148530349404,,1.781141288008228
5000h,0.296,97.47511,,,,,1.0643110204688546,,0.6444460763819405
5000i,0.297,29.19565,,,,,6.89591742504621,,1.8615702318323193
5000j,0.238,98.19951,,,,,0.17818020654983835,,0.5541198279538851
5000k,0.246,29.94881,,,,,6.224884861939359,,1.8156401410018883
5000l,0.249,96.72158,,,,,0.408611036440911,,0.579502593556034
5000m,0.254,26.92734,,,,,6.287000223350862,,1.7870243545245443
5000n,0.298,55.97599,,,,,5.601441268550936,,1.6791718185537257
5000o,0.298,1.240374,,,,,6.870898960664275,,1.631331390765184
5000p,0.3,4.272843,,,,,7.285303970429781,,1.7741176201554447
5000q,0.3,59.34982,,,,,5.7003547261241,,1.7295974413996524
5000r,0.31,1.608689,,,,,6.9117372893018745,,1.6111642078211381
5000s,0.307,59.50183,,,,,5.435962294313093,,1.6305125560635567
5001,0.15,9.286741,80.18,21.84,-0.96,0.22,9.0,0.08,2.409306715719061
5003,0.355,12.41933,93.42,,-1.53,,12.95,,2.0788588960132017
5004,0.27134842556891103,11.40744,95.36,,-1.58,,9.66,,2.1394474920648756
5005,0.286,97.17749,94.74,,1.71,,-3.97,,0.5728397203825103
5006,0.241,98.13863,94.45,,1.77,,-4.56,,0.5876989365455197
5007,0.247,31.80483,96.1,,-0.04,,0.27,,2.1041560043051253
5008,0.246,30.75056,96.14,,-0.13,,0.44,,2.0858847185138245
5009,0.245,97.47312,96.66,,-0.24,,0.53,,0.5884038302727541
5010,0.244,96.54797,96.68,,-0.31,,0.58,,0.5835099220794128
5011,0.27,11.50857,95.76,,-0.73,,5.18,,2.838623802104947
5012,0.27,8.158753,95.95,,0.81,,-1.31,,1.6113148525596852
5013,0.238,12.87901,94.76,,1.92,,-4.94,,1.9218947347224482
5014,0.242,27.73612,94.28,,1.95,,-5.26,,1.9145359128779416
5015,0.288,58.49812,95.38,,1.48,,0.22,,1.1565853770965755
5016,0.24,98.94749,94.61,,1.76,,-4.19,,0.48912443813185563
5017,0.29,2.94842,96.06,,1.78,,-0.62,,1.0833808965526488
5018,0.283,11.49669,96.73,,-0.38,,5.38,,2.8339481264544695
5019,0.248,23.72801,95.58,,1.3,,-3.73,,0.527264683531081
5021a,0.281,3.432022,90.98,40.78,-0.19,0.02,13.74,0.74,2.542952692203953
5021b,0.278,21.04176,91.94,15.05,0.62,0.57,5.66,3.5,2.3701073557100587
5021c,0.273,15.5967,91.55,26.25,-0.48,0.07,14.32,4.91,2.3231029134778156
5021d,0.263,12.16572,90.37,38.65,0.5,0.15,18.79,7.85,2.577310308231008
5021e,0.336,12.85069,92.03,25.62,0.72,0.28,6.56,4.68,2.226795808114429
5021f,0.166,93.93185,93.66,16.39,0.73,0.32,1.73,0.43,1.079004601065131
5021g,0.175,6.145032,92.32,26.36,0.81,0.38,3.13,0.4,2.170807147354968
5021h,0.276,12.48376,92.2,25.07,1.11,0.35,4.41,1.71,1.5191736140612888
5021i,0.17,84.58373,93.91,18.11,1.16,0.7,1.65,-1.34,1.140945451379607
5022,0.18,4.786902,92.46,,-0.18,,2.91,,2.087723735273649
5024,0.231,27.86879,94.16,,2.14,,-2.06,,1.3541251193155572
5025,0.29,66.51118,96.54,,1.61,,-2.79,,1.2666101767607656
5026,0.22095971261861236,58.41121,95.64,,0.31,,1.17,,1.5407619315588394
5027,0.276,47.00571,95.47,,0.14,,2.05,,1.3765456755064827
5028,0.175,12.62889,96.47,,-0.8,,3.89,,2.556130885603593
5029,0.291,76.40576,94.29,,1.47,,0.75,,1.2068672689356135
5030,0.208,96.01479,,,,,12.561473542065919,,4.3559124276578025
5031,0.14,5.353078,90.63,,-1.59,,7.69,,2.158509470816997
5032,0.149,10.31394,87.52,,-1.91,,12.82,,2.2325466511213805
5033,0.306,40.96582,92.89,,-0.21,,0.31,,1.9363032139471819
5034,0.282,60.28618,95.65,,0.89,,-0.69,,1.3022856247514398
5035,0.28,72.92157,97.0,,1.02,,-2.6,,1.259215851150429
5037,0.167,64.03552,95.88,,-0.28,,3.35,,1.3232710778602912
5038,0.311,41.15446,92.38,,-0.14,,0.75,,2.029725648182475
5039,0.169,47.87414,91.01,,-0.57,,1.7,,1.5906747618970543
5040,0.153,54.60714,91.01,,0.64,,1.09,,1.3147351166454169
5041,0.161,43.61104,90.39,,-0.49,,2.4,,1.67114296502436
5044,0.231,92.96507,92.22,,-0.94,,6.25,,0.6777107153042663
5045,0.181,8.651227,92.75,,-1.12,,0.91,,1.6904254408665358
5046,0.23,95.76239,93.66,,-0.37,,-0.05,,0.8037299597725149
5047,0.217,95.52883,92.6,,-0.01,,0.3,,0.8134943755622768
5048,0.227,88.9558,92.56,,0.3,,0.68,,0.7569741418128798
5051,0.229,89.3382,91.17,,-0.23,,1.05,,0.9825140880927135
5053,0.232,93.43402,91.46,,0.08,,4.59,,0.6440199649438391
5055,0.226,88.66345,90.56,,-0.02,,6.3,,0.6213234722273239
5056,0.241,73.89381,90.89,,-0.23,,6.69,,0.7223252505466496
5057,0.231,22.60209,91.79,,-1.45,,6.28,,1.0759429541048424
5058,0.229,83.78945,91.02,,-0.33,,6.05,,0.7301032584566054
5059,0.23,87.1031,90.77,,-0.48,,5.82,,0.6824932079123043
5060,0.229,89.5498,92.2,,0.11,,1.23,,0.6136934796966217
5061,0.243,92.20528,95.66,,-1.48,,2.09,,0.667257435194313
5062,0.2765,9.240834,94.79,,-0.25,,6.39,,2.862928023711716
5063,0.184,48.42196,96.89,,0.23,,1.83,,1.5800472531888634
5064,0.281,3.423011,,,,,5.915763709998576,,1.410848694105956
5065,0.229,89.37251,91.9,,0.29,,1.17,,0.6668297618127758
5067,0.213,92.21685,93.36,,-0.33,,0.06,,0.6204324373044102
5072,0.249,91.77647,96.58,,1.36,,-3.9,,0.5667073586978352
5074,0.235,92.56018,92.79,,-0.88,,3.67,,0.8634230234903473
5075,0.226,90.62177,93.68,,-0.93,,2.07,,0.868872566080884
5076,0.238,92.98071,92.91,,-1.42,,4.32,,0.8201213842825129
5077,0.232,92.81583,92.73,,-0.35,,2.54,,0.8501682245052392
5078,0.232,87.21085,93.4,,-0.85,,1.77,,0.8614967743714744
5079,0.29,41.83442,93.01,,0.22,,-0.74,,1.6938885754698092
507a,0.28,7.409439,68.06,39.46,-7.19,4.42,1.71,13.87,2.679116194254035
507b,0.21,49.95193,80.84,27.07,-2.96,7.55,0.12,11.3,2.0880197662827698
507c,0.16,33.5033,87.27,27.02,-1.13,0.92,11.05,8.28,1.8188739725692105
507d,0.23,6.259434,80.36,43.13,1.34,11.26,19.96,21.48,2.6962604989022787
5080,0.279,53.98066,92.53,,0.28,,-2.28,,1.6633290770126796
5081,0.234,91.71867,91.31,,2.15,,2.04,,0.6489382106848725
5082,0.244,94.99771,96.79,,-0.93,,2.12,,0.5704780432891334
5083,0.246,73.64828,96.83,,-0.9,,2.54,,0.5653133852508723
5085,0.248,98.02126,94.19,,1.96,,-5.51,,0.5163376738691503
5086,0.265,90.32123,92.6,,-0.51,,0.08,,0.626448847773085
5089,0.239,91.84329,93.06,,0.17,,-1.1,,0.7008285323392067
5090,0.23,87.76936,90.15,,0.05,,7.38,,0.6930297812647057
5091,0.227,94.79359,92.06,,0.72,,0.46,,0.850247210469426
5092,0.233,64.58459,,,,,1.407402788475387,,0.674922363755154
5093,0.228,40.31122,91.82,,0.56,,0.53,,2.1945272418071067
5094,0.228,88.272,91.08,,-0.1,,2.19,,0.7432328741970963
5095,0.24,92.62106,95.45,,-1.56,,2.44,,0.6234291689598824
5097,0.245,96.84739,92.1,,1.92,,2.14,,0.6186357529220355
5098,0.246,97.51332,92.61,,1.82,,1.97,,0.6047473107450996
51,0.346,10.05205,93.59,,-1.77,,11.84,,2.054584202286913
5100,0.23,87.72665,90.13,,-0.06,,6.32,,0.6762654026698031
5101,0.23,84.97906,90.38,,-0.27,,7.45,,0.7467229523627135
5102,0.231,86.86021,90.2,,0.33,,5.63,,0.7037415913450494
5103,0.209,95.78448,92.72,,1.0,,-1.28,,0.7454337659624458
5105,0.227,95.10121,5.42,,2.19,,5.8,,2.7097326861210593
5106,0.245,97.77287,96.41,,2.01,,-2.63,,0.5585783028678193
5107,0.247,97.72276,96.38,,2.04,,-2.57,,0.5607825682318578
5108,0.248,92.78557,91.87,,1.52,,2.48,,0.593660989246885
5109,0.269,18.61235,91.52,,-1.39,,11.42,,2.1405795271327697
5110,0.23382696293920555,41.83936,92.17,,-0.09,,1.77,,1.6755595301040929
5111,0.265,10.79387,89.6,,-0.82,,7.95,,1.8810694454875365
5112,0.166,8.529531,90.88,,1.13,,19.68,,1.5523590728703285
5113,0.161,59.36064,92.67,,-0.48,,3.14,,1.3878834312096864
5114,0.176,43.12162,89.66,,0.01,,-0.14,,2.059090402206538
5117,0.179,15.51903,91.71,,-0.38,,5.25,,1.8794019643918358
5120,0.148,3.515715,90.56,,-0.64,,9.3,,2.264410354432155
5121,0.159,15.39469,88.99,,-1.5,,9.57,,2.0762574873513877
5122,0.166,43.48719,92.3,,-0.17,,3.95,,1.6828359891742772
5123,0.183,11.64468,95.37,,-1.01,,4.63,,1.57156393834427
5125,0.236,54.71492,83.46,,-2.45,,30.41,,1.8362094797600466
5126,0.229,52.70611,65.71,,3.63,,32.3,,1.978187367506491
5127,0.178,45.15236,93.53,,-1.51,,5.58,,1.4717471583708945
5128,0.19,16.72604,91.71,,-0.43,,5.54,,1.9195628015991844
5129,0.285,59.29295,90.84,,1.3,,8.61,,1.4265903807836597
5131,0.138,3.616263,89.98,,-1.28,,7.7,,2.350501643314343
5133,0.22998896775546773,49.20911,92.67,,0.29,,2.34,,1.318793308618471
5134,0.158,53.09029,92.52,,0.04,,1.95,,1.3074134164186328
5135,0.157,48.41612,92.46,,0.54,,-0.61,,1.3847202264785756
5136,0.167,54.83807,94.03,,0.58,,-0.02,,1.2060842305875503
5137,0.292,7.749199,93.21,,-1.15,,8.34,,2.493101203169772
5138,0.279,10.98775,,,,,8.969406073812642,,2.3961398772947504
5139,0.13,3.88271,92.17,,-1.08,,4.42,,1.6154834055965344
5140,0.19,25.13982,88.94,,-0.35,,11.02,,1.6031426441307075
5141,0.163,52.64004,93.56,,-0.56,,2.43,,1.322454006380857
5142,0.20673366466646115,65.23852,94.66,,1.26,,-3.47,,1.2222340021717228
5143,0.2535318416429735,13.52565,92.03,,0.11,,1.72,,2.0205759553481055
5144,0.167,51.86187,95.9,,1.18,,-0.41,,1.6222119834633428
5146,0.175,50.86004,96.57,,1.21,,-0.95,,1.8194546770799696
5148,0.224,2.275931,53.11,,9.88,,19.03,,3.1456666071689696
5149,0.1285,50.270875,,,,,5.442103947896312,,2.0858578592771027
5152,0.159,6.924629,,,,,7.885475196298894,,2.3913113661706755
5153,0.258,12.14862,86.83,,-0.27,,15.51,,2.1117080687520486
5156,0.162,43.59256,92.98,,-0.45,,3.1,,1.642387291120812
5157,0.183,10.0933,93.08,,-1.12,,6.55,,1.8217066576868213
5158,0.326,11.33665,93.32,,-1.06,,3.43,,1.8896619585320176
5159,0.322,11.01878,93.13,,-0.87,,3.76,,1.8653652349660639
5160,0.168,43.78531,90.98,,-0.84,,4.41,,1.8470375965881918
5161,0.304,60.45224,93.57,,-0.44,,5.2,,2.0026280627754516
5162,0.172,40.52762,91.75,,-0.46,,4.13,,1.7326228059888167
5164,0.164,58.60149,88.04,,0.09,,8.16,,1.8158116041085026
5166,0.308,2.521419,44.49,,8.72,,11.89,,3.619702792668989
5168,0.154,8.065178,85.86,,-0.17,,17.25,,2.39111414032658
5169a,0.346,7.107973,91.24,28.66,-0.62,0.16,9.93,4.25,2.3599520205728055
5169b,0.343,8.247321,92.1,26.28,-0.3,6.72,7.52,7.24,2.304087806265125
5169c,0.332,10.65508,92.76,19.47,-1.34,0.3,11.62,3.06,2.9114297250732895
5169d,0.317,17.18602,93.03,16.2,-1.21,0.26,9.17,3.36,2.7961325208161125
5169e,0.401,8.61287,92.35,36.16,-1.04,-0.33,13.16,7.74,2.478471701668221
5169f,0.407,8.902538,93.72,24.97,-0.5,0.16,10.78,5.59,2.2768091709696865
5169g,0.409,8.687714,92.52,35.74,-0.65,10.53,10.62,15.52,2.3476499456085915
5169h,0.18,92.00416,91.13,22.39,0.47,0.62,-1.64,4.96,1.2209646996379908
5169i,0.345,6.47328,92.34,39.83,-0.66,-0.44,10.08,6.97,2.8661347417355687
5169j,0.351,6.605287,94.58,42.37,-0.91,6.04,9.18,15.31,2.8709518519329222
5169k,0.342,9.706737,92.58,29.98,-1.32,-0.25,12.37,6.54,2.7552044103997817
5169l,0.302,11.85749,93.05,26.29,-1.27,-0.12,9.98,6.39,3.093356641130712
5169m,0.327,9.969128,92.52,26.57,-1.47,0.16,12.57,9.68,3.0271547946764987
5169n,0.339,5.68537,93.24,36.29,-0.97,-0.25,10.09,7.72,2.5680348076283175
5169o,0.335,5.267732,93.39,35.14,-0.53,9.87,9.3,13.85,2.619816838923377
5169p,0.348,6.910477,93.65,25.14,-0.88,-0.36,8.02,4.61,2.388930653121628
5169q,0.295,10.9656,93.34,23.86,-1.15,-0.75,10.16,8.81,3.257642372924503
5169r,0.333,11.85422,92.79,24.27,-0.24,-0.14,4.56,6.12,1.6670484640734573
5169s,0.164,97.49014,91.37,22.38,0.2,0.98,0.07,-0.75,1.326129416321532
5169t,0.343,10.36409,94.26,34.96,-0.48,0.06,7.04,1.73,2.8030275556574566
5169u,0.321,15.9901,91.23,27.95,1.77,0.65,0.96,0.79,2.1528725746669815
5169v,0.242,3.617239,94.24,36.58,-1.1,-0.11,9.1,4.45,3.2157393281301747
5169w,0.165,96.13588,92.57,11.61,-0.66,0.91,-0.59,1.18,0.9942430005791476
5169x,0.178,93.32568,91.81,15.94,0.15,0.69,-0.2,2.98,1.009385791144378
5169y,0.343,10.8302,93.32,30.62,-0.42,-0.89,10.05,9.28,2.691018496209406
5169z,0.304,12.75674,93.24,67.0,-1.6,-1.61,9.47,9.93,3.298623923953419
5170a,0.318,12.0807,89.64,15.55,1.11,0.48,5.64,0.79,2.916441847166408
5170aa,0.09,8.86696,92.61,19.04,0.49,0.75,2.9,-1.25,2.704760868088834
5170b,0.272,17.79427,89.41,10.1,-0.35,0.37,13.6,3.54,2.1259380001600694
5170bb,0.162,91.84165,91.89,12.57,0.65,2.09,2.7,4.18,1.077252242459396
5170c,0.174,96.82063,90.66,7.65,0.56,1.23,2.21,0.36,1.207325305182102
5170cc,0.165,88.05605,93.72,15.33,1.32,1.13,-0.08,-3.66,1.0254316601298816
5170d,0.295,93.17001,92.29,10.7,0.63,0.78,3.28,2.0,1.135908994139416
5170dd,0.157,12.68273,91.16,25.96,0.98,-0.07,6.14,-1.52,1.6673455899270908
5170e,0.284,19.17071,91.82,19.37,0.53,0.51,5.41,0.47,1.840461659049235
5170ee,0.164,93.75272,90.33,18.44,3.02,0.35,13.48,7.2,1.4100624543559488
5170f,0.296,3.124832,93.48,34.6,0.09,0.22,6.36,1.19,2.59425917231494
5170ff,0.249,6.042325,92.44,23.57,-0.24,0.61,13.61,3.18,2.6003139018537063
5170g,0.275,3.331051,91.4,28.29,-0.41,0.32,13.25,1.17,2.6415914566851986
5170gg,0.267,3.353903,89.76,28.01,2.47,0.68,17.95,1.44,2.692122991129741
5170h,0.27,18.39986,89.68,19.77,1.1,0.48,7.56,3.56,2.638759327209961
5170hh,0.276,9.515797,90.94,18.41,-0.3,0.65,13.83,5.99,2.5982060020601083
5170i,0.271,10.76286,90.84,16.83,-0.59,0.28,12.94,2.41,2.291298151692727
5170j,0.261,11.67595,89.44,18.11,0.44,0.41,19.18,5.11,2.5630724097899034
5170k,0.33,8.102997,92.29,16.95,0.7,0.61,5.17,1.9,2.6776527528612197
5170l,0.332,11.21779,90.84,16.37,-0.12,0.36,13.21,3.8,2.4785550840785593
5170m,0.337,5.963502,90.04,24.01,0.61,0.23,19.32,3.02,2.9641351453039313
5170n,0.282,9.329132,91.62,20.7,0.92,0.5,5.53,2.34,2.193338692811329
5170o,0.158,98.3188,89.18,10.05,3.14,0.67,14.8,3.86,1.419024505333428
5170p,0.276,7.789914,91.44,19.29,-0.3,0.32,12.88,3.39,2.9176413999898676
5170q,0.158,99.52857,94.03,14.12,1.2,0.94,0.17,0.45,1.100171039048424
5170r,0.294,92.58888,93.75,14.86,0.93,1.11,1.28,2.23,1.0766895878023943
5170s,0.292,11.38467,90.78,18.1,0.7,0.51,5.43,0.13,1.5726848408028318
5170t,0.187,17.1401,92.08,11.7,0.76,0.74,2.4,1.42,1.7481320744739102
5170u,0.291,15.28124,91.12,15.43,0.86,0.65,5.96,1.21,2.1837365563194733
5170v,0.172,15.997,91.3,22.08,0.76,0.17,5.38,3.0,2.184605614700609
5170w,0.271,12.31076,92.15,16.32,0.78,0.51,5.87,1.53,2.451725063280096
5170x,0.265,14.39735,91.16,16.49,-0.42,0.26,13.07,3.38,2.4202670043802357
5170y,0.157,2.763068,93.76,32.3,0.48,0.71,5.92,0.56,2.6041551080723493
5170z,0.292,4.089739,93.92,31.83,0.5,0.48,5.74,1.88,2.6553674139779972
5171,0.186,34.09103,93.39,,-0.81,,1.72,,1.9008542073829222
5173,0.356,7.95543,95.64,,-0.72,,7.09,,2.208553929373281
5174,0.347,13.10377,95.06,,-0.91,,8.83,,3.307367343095986
5175,0.324,37.69769,92.75,,-1.1,,2.07,,1.6711290166037536
5176,0.162,56.49626,93.35,,-0.88,,3.56,,1.3722780073382121
5177,0.339,6.630914,95.16,,-1.09,,3.72,,1.9383158192279195
5179,0.167,53.86816,94.12,,-0.85,,2.56,,1.5214329077781739
5180,0.357,7.159480500000001,94.87,,-0.6,,9.1,,1.8631529965757152
5181,0.342,7.143948,96.23,,-0.62,,3.63,,1.7300458653113462
5182,0.163,41.68255,94.2,,-1.08,,4.69,,1.446747903154793
5183,0.332,55.21209,93.56,,-0.31,,0.3,,1.535790198205493
5184,0.259,76.56954,89.24,,-2.49,,11.7,,1.1002212084962932
5185,0.348,9.440345,94.37,,-1.03,,9.13,,2.064176861745974
5186,0.273,87.89362,31.18,,16.64,,37.74,,1.5658968346021678
5187,0.17,67.58858,93.0,,-0.71,,2.44,,1.286507583674831
5188,0.167,60.15473,93.99,,-0.54,,2.49,,1.4491389837184077
5189,0.347,7.693819,95.25,,-0.66,,9.67,,2.382471467704493
5190,0.27,73.48048,88.32,,-1.18,,10.14,,1.2051464445031426
5191,0.145,50.75745,38.76,,6.76,,14.28,,3.020290838944369
5192,0.161,15.84753,92.59,,-0.98,,5.89,,1.876060258341813
5193,0.22,92.10911,92.85,,-0.2,,-0.67,,0.6241733453012529
5194,0.235,97.43339,95.48,,2.19,,-2.01,,0.5499242426831519
5195,0.17,52.62079,93.54,,-0.49,,-0.36,,1.4589841816755968
5196,0.337,7.931976,95.81,,-0.9,,8.5,,1.9900014753787794
5197,0.371,9.971479,95.49,,-0.79,,8.17,,1.8995859799989692
5198,0.167,51.1169,92.8,,0.05,,-2.41,,1.8288457183104998
5199,0.169,50.4019,92.64,,-0.08,,1.06,,1.5595005946096299
52,0.333,9.250219,94.13,,-1.93,,12.02,,2.1958018183608368
5200,0.319,46.10243,93.17,,-0.24,,0.38,,1.6435061115794787
5201a,0.244,97.70421,,,,,0.385148686276942,,0.5948943409192873
5201b,0.246,13.93314,,,,,6.5614972058074335,,1.7911487316824213
5201c,0.248,24.24008,,,,,6.29212539364221,,1.7851266161423318
5202a,0.172,70.21388,96.87,10.85,1.76,2.86,-1.54,-4.17,1.0252367978941592
5202b,0.276,87.20702,96.81,7.95,2.07,4.86,-2.32,-7.08,0.9956092876476642
5202c,0.28,9.933806,95.51,22.27,1.55,1.75,0.88,-2.97,1.3141068601102919
5202d,0.32,19.00818,95.85,18.55,1.73,2.77,-0.98,-4.44,1.3865324937847627
5202e,0.286,22.32227,95.58,15.91,1.54,1.95,0.64,-2.95,2.5360263012416375
5202f,0.323,18.35878,96.05,18.5,1.9,1.96,-1.2,-2.2,1.9890389687663337
5202g,0.304,11.60063,95.18,13.07,1.71,2.15,0.55,-3.72,3.170470716715148
5203,0.175,49.61707,91.5,,0.9,,-3.02,,1.308230815857144
5204,0.171,57.70529,92.15,,0.83,,-3.45,,1.2522314447242822
5205a,0.20359569929331753,89.70625,92.47,17.04,-0.13,-0.16,3.33,0.86,1.0225287280736572
5205aa,0.26169198452487696,13.8144,93.52,27.09,-0.84,0.28,5.78,1.78,2.04646166157555
5205b,0.2683803376737417,11.5264,91.45,23.59,-0.52,0.12,8.27,1.03,2.1693229425286606
5205bb,0.19519485738979764,95.67807,91.28,21.59,-0.01,0.51,1.3,2.09,1.0140829407809266
5205c,0.25790839362294704,11.98453,90.55,20.12,-0.32,0.25,3.34,0.5,2.1231353943160824
5205cc,0.26743654846781617,14.21874,94.06,23.95,-0.55,0.06,8.76,1.73,2.2710098384848925
5205d,0.19834453514192077,93.01543,88.58,17.6,-0.09,0.32,1.9,1.33,0.9545040470317803
5205dd,0.2578390377025639,14.70688,92.05,32.89,-0.66,0.22,4.22,1.47,2.0535627230843843
5205e,0.2716000397134562,10.59031,92.36,20.92,-0.5,0.25,9.6,1.27,2.5192706550837145
5205ee,0.25437047759284154,21.28279,93.88,17.16,-1.01,0.53,4.76,4.69,1.9402335534522324
5205f,0.2655298469858387,20.80149,92.48,19.37,-0.72,0.12,10.26,0.93,2.938480589613285
5205ff,0.19910815365178605,94.98422,93.28,16.8,-0.38,1.08,2.92,5.57,0.8622572557936186
5205g,0.20154365972021054,92.35184,87.63,28.33,-0.22,-0.11,3.22,4.54,0.9417038226522817
5205gg,0.26824943859839984,14.90599,93.59,26.4,-0.62,0.26,9.37,3.67,2.196744409033384
5205h,0.2671309578746905,17.92503,90.67,20.87,-0.49,0.4,9.79,4.76,1.920673868294098
5205hh,0.23700131184989923,41.72012,92.64,20.18,-0.37,0.22,3.29,5.84,1.7629003702328916
5205i,0.27052721042773653,17.40354,92.59,18.61,-0.61,0.14,11.31,4.11,2.125076724250205
5205ii,0.2615527759816033,23.57609,93.65,19.6,-0.57,0.45,9.25,6.0,2.8139394596229175
5205j,0.25985538740606934,28.72627,90.19,18.02,-1.23,0.28,10.1,6.48,2.465302541440405
5205jj,0.25870597761982456,16.9933,94.16,27.98,-0.91,0.19,5.44,6.66,2.1217338798189345
5205k,0.1997266964371186,94.49982,93.67,15.7,0.2,0.33,3.06,5.28,0.8855523713881205
5205kk,0.2732082818320426,4.909269,92.99,26.83,-1.36,0.7,8.58,1.33,3.081216436030993
5205l,0.2687580815109578,11.67776,92.02,23.79,-0.43,0.42,8.52,4.75,2.228239783823627
5205ll,0.27086079674030417,5.876429,91.83,26.58,-1.8,1.15,7.73,3.05,2.9128120116219565
5205m,0.2609982726597341,22.60798,94.28,19.0,-0.32,0.36,8.52,8.37,2.3082436811369558
5205mm,0.2737590355862747,9.775517,93.9,25.16,-0.47,-0.39,10.27,5.63,2.1401021507480458
5205n,0.2693619635566359,11.967,93.57,27.73,-0.11,0.27,8.91,1.92,2.221939280976437
5205nn,0.26758819035815257,15.82145,94.66,24.05,-0.46,-0.49,9.19,5.78,1.524720084679962
5205o,0.2731788269331825,5.876828,94.98,23.08,-0.43,0.2,8.72,3.56,2.393618079231337
5205oo,0.2694683574449057,11.71852,94.92,19.62,-0.68,-0.47,9.07,6.49,2.9743670290046684
5205p,0.26044841443165423,24.9351,94.71,24.7,-0.39,0.04,9.17,9.23,2.775760062784535
5205pp,0.270679541176999,7.581001,92.2,32.48,-0.97,-0.63,8.18,1.09,2.7362017200399977
5205q,0.26577821503735555,19.03378,94.13,25.14,-0.48,0.6,9.44,8.85,1.6335821886809088
5205qq,0.25003492738444577,20.26685,92.4,10.38,0.25,1.32,2.31,1.85,1.9351876684071545
5205r,0.27330800383487025,9.309088,92.84,25.78,-0.5,0.31,9.76,3.35,1.6273942070309795
5205rr,0.20007634544769654,94.05501,93.09,10.46,0.07,0.19,3.15,5.06,1.1685123357723994
5205s,0.2735064919787772,11.38004,93.98,20.17,-0.49,0.3,10.67,6.38,2.036536214698679
5205ss,0.19926866885489675,94.90601,92.92,13.17,-0.49,-0.31,3.02,4.53,1.052725596481302
5205t,0.26750393221198737,16.18718,92.84,23.13,-0.62,0.36,9.41,7.54,2.0524658426242355
5205tt,0.18870791543700316,96.14314,90.91,11.26,0.75,1.45,-1.68,1.41,1.0317801140909428
5205u,0.28864834379309473,16.19953,91.2,17.41,0.79,0.36,19.69,4.46,2.164609761127458
5205v,0.2754703035735197,7.705691,92.47,23.25,-0.51,0.34,10.45,5.3,2.3692491580874493
5205w,0.27527163977078584,1.497441,95.15,29.55,-0.33,0.2,8.29,1.08,2.6046927215727607
5205x,0.26968306560854405,13.38406,93.91,23.19,-0.63,0.47,9.79,7.41,3.153489653615713
5205y,0.29962832411908813,4.854957,91.19,23.15,0.23,0.19,21.32,3.86,2.9061343855149633
5205z,0.26604516217529045,16.75828,91.44,16.56,-1.13,0.4,9.06,2.04,2.6807141421734837
5301a,0.249,95.25455,94.27,9.07,1.19,1.34,-2.67,-0.88,0.7013738845146705
5301b,0.252,27.4348,94.47,9.33,1.07,1.22,-2.6,-0.21,1.852849876512318
5301c,0.249,15.52008,94.62,16.98,1.49,0.89,-2.82,-1.19,1.9196799726082805
5301d,0.247,98.49467,95.33,11.88,1.47,0.11,3.33,1.41,0.5887930825716908
5301e,0.245,29.91139,94.88,10.23,0.93,0.54,2.37,0.87,1.7932578372255072
5301f,0.241,98.85289,94.09,8.84,1.44,1.08,-3.64,-1.28,0.5547083800725383
5301g,0.242,30.70503,94.18,9.46,1.32,0.86,-3.18,-0.49,1.81481214986686
5301h,0.295,98.37316,94.61,8.36,1.24,1.3,-1.78,-0.41,0.6724728713545322
5301i,0.296,29.75429,94.3,7.87,1.02,1.75,-1.04,-0.25,1.8885270421064098
5301j,0.237,98.92289,94.08,9.94,1.06,0.72,-1.7,-0.88,0.5478791812262057
5301k,0.245,31.47038,93.75,9.96,1.54,1.04,-2.59,-1.06,1.8310195800085394
5301l,0.246,97.29733,96.82,13.83,1.1,0.34,-0.24,-0.61,0.5641182617556458
5301m,0.25,28.23183,96.47,13.45,0.88,0.01,0.42,0.02,1.703162361479825
