catalog,localpath,roughness,thickness,g60,LAB_L_dmin,LAB_A_dmin,LAB_B_dmin,LAB_L_dmax,LAB_A_dmax,LAB_B_dmax
122,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder7_jd/122_am_2.tif,0.007619732258415,0.245,98.14624,88.12,2.69,0.52,,,
1223,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/1223_ka_1.tif,0.0271338272341693,0.146,41.27482,86.85,-1.14,16.93,,,
123,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder5_jd/123_bc_2.tif,0.0070003921663977,0.257,95.10912,81.53,-2.97,14.14,,,
124,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/124_ka_0.tif,0.0252044732407836,0.179,48.05145,92.37,-0.01,1.65,,,
125,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder5_jd/125_ka_0.tif,0.0331551314145816,0.177,9.365667,95.73,-0.84,4.25,,,
126,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/126_kv_0.tif,0.0169423621802154,0.166,56.79453,93.4,-0.64,0.49,,,
128,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/128_kv_0.tif,0.0633420723372073,0.159,6.114184,89.15,-1.45,11.2,,,
129,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/129_al_0.tif,0.017112544389785,0.155,62.25845,85.9,0.17,6.7,,,
13,,,0.182,41.16193,91.64,1.54,1.75,,,
130,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/130_ka_0.tif,0.0248670925748402,,7.484579,96.11,-1.25,6.59,,,
131,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder5_jd/131_kp_2.tif,0.0338924046390997,0.33,16.19821,94.03,-0.7,2.36,,,
132,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/132_kv_1.tif,0.0282592478312915,0.131,57.64864,87.16,-1.41,10.9,,,
133,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/133_kk_1.tif,0.0390734169640666,0.348,9.136509,,,,,,
134,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder3_jd/134_kv_2.tif,0.0171562156053906,0.176,41.03097,90.59,0.49,-0.44,,,
135,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder3_jd/135_kv_2.tif,0.0199443666661862,0.175,43.85759,90.75,0.36,-0.21,,,
136,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder3_jd/136_ka_1.tif,0.0204640665047584,0.176,29.26626,91.21,-0.3,1.35,,,
137,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder3_jd/137_ka_1.tif,0.0174635930248639,0.177,23.93876,91.78,-0.17,1.01,,,
138,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder3_jd/138_ac_1.tif,0.0299584791181816,0.179,42.79343,93.14,-0.49,1.15,,,
1380,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/1380_dn_0.tif,0.0431787467315948,0.178,7.91526,85.62,-0.19,12.01,,,
1381,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/1381_dv_0.tif,0.0397704397993542,0.177,8.484116,85.92,-0.26,11.69,,,
1382,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/1382_dn_1.tif,0.019096805434408,0.143,48.52072,90.26,-1.09,9.34,,,
1383,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder3_jd/1383_kp_1.tif,0.1307350240794932,0.345,10.47903,94.23,-0.45,8.57,,,
1384,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1384_dv_1.tif,0.0426471051226269,,8.997786,92.09,-0.89,10.11,,,
1385,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder5_jd/1385_km_1.tif,0.0225373539598313,0.342,35.52869,93.81,-0.4,2.8,,,
1386,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder5_jd/1386_kp_1.tif,0.0263709219845174,0.154,27.26404,92.11,-0.41,2.75,,,
1387,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder5_jd/1387_kk_2.tif,0.0173556914714383,0.17,62.50909,93.56,-0.69,1.76,,,
1388,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/1388_ke_1.tif,0.0304628083856782,0.351,9.110947,95.51,-1.0,4.95,,,
1389,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder3_jd/1389_px_2.tif,0.0146335807911785,0.288,55.94446,90.29,-0.94,7.41,,,
139,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder5_jd/139_ka_0.tif,0.0211517447465194,0.168,54.70252,92.53,-0.52,2.39,,,
1390,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder3_jd/1390_in_1.tif,0.026369513573313,0.194,15.3301,91.7,0.17,6.76,,,
1391,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1391_ac_2.tif,0.0179702726467044,0.167,57.47393,92.01,-1.88,6.14,,,
1392,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder3_jd/1392_ab_2.tif,0.0257144709449637,0.285,9.578151,89.98,1.31,21.72,,,
1393,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder3_jd/1393_kv_0.tif,0.0141519520156078,0.175,52.58083,89.87,1.4,1.8,,,
1394,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder3_jd/1394_kv_2.tif,0.0145758313698895,0.178,52.00333,90.33,1.41,1.26,,,
1395,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1395_kf_2.tif,0.0541052332479254,0.18,7.55596,93.04,-0.49,6.32,,,
1396,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder7_jd/1396_ka_2.tif,0.0191183383256456,0.168,49.57798,95.55,-0.17,0.49,,,
1397,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/1397_hr_2.tif,0.0316565270674644,0.151,7.881595,87.9,-1.29,10.79,,,
1398,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1398_kp_2.tif,0.0423510864856195,0.168,8.713266,91.99,-0.64,3.71,,,
1399,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1399_kv_1.tif,0.0225889764821384,0.182,37.36086,92.76,-0.11,2.16,,,
140,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/140_dv_1.tif,0.1078999694734082,0.261,3.889833,92.33,-1.2,7.49,,,
1400,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1400_hh_2.tif,0.0228671203876227,0.337,11.5169,93.09,-0.96,7.65,,,
1401,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1401_hh_0.tif,0.0267687032930299,0.328,10.85628,92.42,-0.85,6.65,,,
1402,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1402_dc_0.tif,0.0457129810282568,0.306,6.193983,93.96,-1.68,12.06,,,
1403,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder3_jd/1403_dc_0.tif,0.0830941028618282,0.286,5.148491,93.74,-1.63,10.61,,,
1404,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder3_jd/1404_dv_0.tif,0.0245319257367315,0.173,,90.88,-1.01,7.02,,,
1405,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1405_ac_1.tif,0.0560094695615663,0.169,67.06042,90.75,-1.33,8.98,,,
1406,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder3_jd/1406_kv_1.tif,0.019994002146184,0.181,54.58039,89.07,0.29,4.02,,,
1407,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1407_ka_2.tif,0.0562670508531664,0.353,6.367239,95.73,-1.19,5.6,,,
1408,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/1408_kk_1.tif,0.007119277880957,0.242,95.76772,95.28,-1.13,4.07,,,
1409,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/1409_km_0.tif,0.0211756111313904,0.155,41.02711,94.89,-1.05,3.61,,,
141,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/141_kv_1.tif,0.0199967548651227,0.16,50.6839,92.62,-0.66,0.63,,,
1410,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1410_uc_1.tif,0.0275672124297598,0.174,25.31988,92.95,-0.34,5.6,,,
1411,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/1411_ab_0.tif,0.0411648685604024,0.258,41.22083,95.49,0.75,1.69,,,
1412,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/1412_ab_0.tif,0.0365799488437512,0.255,37.06482,95.41,1.13,2.27,,,
1413,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder7_jd/1413_fp_2.tif,0.0092170052216314,0.226,32.36362,93.78,1.16,-3.84,,,
1414,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/1414_ab_0.tif,0.0361708956927703,0.26,44.3326,95.42,0.63,2.24,,,
1415,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/1415_ab_2.tif,0.0448973878584818,0.255,33.91756,95.39,0.68,1.75,,,
1416,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/1416_ab_2.tif,0.0348650007910303,0.256,42.71313,95.59,0.85,2.87,,,
1417,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1417_dv_2.tif,0.0248204312746183,,8.564925,94.82,-1.33,6.16,,,
1418,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/1418_km_1.tif,0.0218349998859407,0.167,42.76546,93.43,-0.91,5.41,,,
1419,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder5_jd/1419_lp_0.tif,0.0760627178643999,0.266,9.862474,89.8,0.16,14.68,,,
142,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder5_jd/142_kk_2.tif,0.0161440154459531,0.175,63.03162,91.15,-0.09,0.97,,,
1420,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1420_dv_2.tif,0.0218433259107119,0.329,9.840034,94.41,-1.0,5.15,,,
1422,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/1422_kp_1.tif,0.061470072630103,0.266,6.821753,94.46,-0.83,7.97,,,
1423,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1423_dv_0.tif,0.0244993611000752,0.188,9.371634,90.01,-0.43,2.75,,,
1424,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder3_jd/1424_ap_1.tif,0.010623445365842,0.205,94.26584,49.06,18.07,51.97,,,
1425,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1425_km_0.tif,0.0259953860332293,0.1735,47.13378,,,,,,
1426,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1426_dv_2.tif,0.0198690846565828,,9.882336,94.14,-1.18,5.47,,,
1427,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1427_dv_2.tif,0.0250393525595466,,9.010428,90.53,-0.27,1.51,,,
1428,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1428_dv_2.tif,0.0251138790911947,,8.920992,93.24,-1.27,6.1,,,
1429,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder7_jd/1429_ig_0.tif,0.0170558143657706,0.268,60.07394,93.88,0.15,8.35,,,
143,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder3_jd/143_kv_1.tif,0.0204282397735274,0.169,35.48994,90.11,0.16,0.86,,,
1430,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder3_jd/1430_ko_2.tif,0.0454079387205206,0.372,9.398828,95.08,-0.56,9.18,,,
1431,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder5_jd/1431_lp_2.tif,0.0963828441097442,0.272,6.3482,93.58,0.38,5.66,,,
1432,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder5_jd/1432_lp_2.tif,0.0703167339514297,0.26,6.988413,92.92,0.76,6.73,,,
1433,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1433_dv_2.tif,0.0200937228911111,,9.173555,94.1,-1.29,6.28,,,
1434,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1434_dv_1.tif,0.0234155163739681,,8.856596,90.62,-0.15,1.17,,,
1435,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1435_dv_0.tif,0.0233911538045313,,8.223717,90.37,-0.62,2.16,,,
1436,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1436_dv_0.tif,0.0239732532836207,,9.966036,90.8,-0.35,1.51,,,
1437,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1437_dv_1.tif,0.0890582978746629,0.265,4.399528,93.52,-1.2,6.36,,,
1439,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1439_db_1.tif,0.0270309390381944,0.314,21.38784,94.66,-0.78,3.64,,,
144,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder5_jd/144_ke_1.tif,0.0166782906646955,0.257,34.04958,89.86,-1.47,10.62,,,
1440,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1440_dv_1.tif,0.0215155104500546,,8.675304,90.64,-0.92,0.95,,,
1441,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1441_dv_0.tif,0.020657890957705,,8.910309,94.69,-1.51,6.16,,,
1442,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder3_jd/1442_ip_1.tif,0.0347012206184567,0.336,10.62615,90.74,1.01,20.16,,,
1443,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/1443_ac_2.tif,0.0505404468351057,,8.539044,85.99,-1.14,8.87,,,
1444,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/1444_da_1.tif,0.0266143062857302,0.261,58.17249,92.0,-1.49,4.75,,,
1445,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder5_jd/1445_kk_2.tif,0.0190126516980715,0.158,48.71432,92.15,-0.04,2.74,,,
1446,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/1446_kv_1.tif,0.0601572946210411,0.156,7.710085,89.58,-1.15,7.92,,,
1447,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/1447_ac_0.tif,0.0470666153732497,0.149,12.74553,85.09,-1.19,9.85,,,
1448,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/1448_ac_0.tif,0.0593552735298403,0.148,9.835836,86.33,-1.28,9.88,,,
1449,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/1449_ac_2.tif,0.0413596778640721,0.22,4.178939,88.2,-0.87,8.48,,,
145,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/145_km_1.tif,0.0252086297048919,0.172,49.90302,,,,,,
1450,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/1450_da_1.tif,0.0466108612879636,0.143,14.98033,86.46,-0.94,11.42,,,
1451,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/1451_da_2.tif,0.1008892419729853,0.146,27.85241,76.13,0.53,21.94,,,
1452,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/1452_as_1.tif,0.2022806126786911,0.137,17.57539,55.72,0.76,7.45,,,
1453,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/1453_kv_2.tif,0.0489471977176594,0.15,8.566293,88.14,-1.16,11.6,,,
1454,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1454_kv_1.tif,0.0181318480870031,0.16,32.49037,91.0,-1.48,-0.11,,,
1455,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/1455_ac_2.tif,0.0514862807755603,0.15,12.56157,86.32,-1.37,9.5,,,
1456,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/1456_ac_2.tif,0.0472837910389309,0.222,4.172484,88.74,-0.95,8.06,,,
1457,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/1457_ac_1.tif,0.0533830653906547,0.157,16.43975,85.43,-1.47,10.55,,,
1458,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder5_jd/1458_kv_2.tif,0.0196069648670495,0.174,52.24576,92.31,0.12,-1.83,,,
1459,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder5_jd/1459_kv_1.tif,0.0197216338014396,0.172,51.22952,91.9,0.37,-1.87,,,
146,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder3_jd/146_kv_1.tif,0.049962060833207,0.326,6.554399,94.09,-1.15,8.75,,,
1460,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/1460_ac_0.tif,0.0515256718187908,0.157,11.17867,86.93,-1.21,9.12,,,
1461,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1461_ki_0.tif,0.0176642936921751,0.182,56.826565,93.47,-0.12,1.59,,,
1462,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1462_ki_2.tif,0.0175601677123579,0.178,60.22919,94.6,-0.49,2.62,,,
1463,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1463_ki_0.tif,0.0146869328314312,0.159,61.71802,93.43,-0.59,2.44,,,
1464,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1464_ki_2.tif,0.0174231447031922,0.172,61.56326,93.64,-1.12,5.28,,,
1465,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1465_ki_1.tif,0.0128914568024321,0.176,70.67408,94.25,-0.72,3.63,,,
1466,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1466_ki_2.tif,0.0174391018744897,0.317,67.45556,94.59,-0.23,3.18,,,
1467,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1467_ki_0.tif,0.0170754986372559,0.293,71.65339,94.72,-0.29,3.27,,,
1468,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1468_ki_1.tif,0.0194737212925617,0.29,54.67537,94.64,-0.4,3.64,,,
1469,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1469_ki_1.tif,0.0199745470560455,0.292,51.98339,94.5,-0.31,3.54,,,
147,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder5_jd/147_kk_1.tif,0.0197588079665174,0.182,60.59706,91.83,0.24,-0.73,,,
1470,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1470_ki_1.tif,0.0199667682073656,0.306,49.9689,94.73,-0.47,3.92,,,
1471,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1471_ki_0.tif,0.0162830448250019,0.313,70.46916,94.6,-0.31,3.36,,,
1472,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1472_ki_1.tif,0.016386130256936,0.306,69.817035,94.55,-0.25,3.32,,,
1473,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1473_ki_0.tif,0.0198178619035612,0.295,49.32664,94.75,-0.36,3.51,,,
1474,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1474_kv_1.tif,0.0170563292693499,0.178,49.02733,92.31,-0.3,3.18,,,
1475,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder3_jd/1475_ka_2.tif,0.0355188481110682,0.16,10.40487,94.12,-0.47,4.8,,,
1476,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1476_ka_1.tif,0.0257063124773798,0.175,57.63572,93.62,-0.66,4.14,,,
1477,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder2_jd/1477_ki_1.tif,0.0173273367559301,0.174,57.5546,94.55,-0.53,2.74,,,
1478,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder5_jd/1478_ke_2.tif,0.0564686395623948,0.407,5.56549,93.46,-0.42,10.99,,,
1479,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1479_ko_1.tif,0.0951856449759052,,5.4108,92.93,-0.09,21.03,,,
148,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder5_jd/148_kk_1.tif,0.0123515477848972,0.169,64.63084,94.37,0.52,-0.66,,,
1480,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder5_jd/1480_kp_0.tif,0.036746198023066,0.336,6.030549,96.49,-0.8,4.45,,,
1481,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1481_ko_0.tif,0.1429188628189795,,5.346996,92.73,-0.19,20.61,,,
1482,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1482_ai_1.tif,0.0269225201742896,0.36,10.14928,94.37,-1.6,10.49,,,
1483,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/1483_ic_2.tif,0.1687708589092857,0.288,27.77467,14.0,0.24,0.18,,,
1484,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/1484_ic_0.tif,0.202978082978164,0.288,32.27782,8.28,1.01,3.66,,,
1485,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/1485_ic_1.tif,0.1589642518947947,0.288,31.27252,15.88,0.86,-0.1,,,
1486,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/1486_ic_0.tif,0.1432430147138912,0.291,28.91746,14.32,-0.16,-0.35,,,
1487,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/1487_ic_2.tif,0.1472967768065388,0.289,28.96393,14.49,1.39,0.82,,,
1488,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/1488_ic_0.tif,0.1447009308316871,0.29,28.94681,14.31,0.47,-0.07,,,
1489,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/1489_ic_1.tif,0.1643995055155031,0.287,31.42373,13.88,0.25,0.31,,,
149,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder5_jd/149_km_2.tif,0.046083666213309,0.358,9.749304,94.86,-0.93,8.13,,,
1490,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/1490_ic_0.tif,0.190336053678695,0.289,32.45483,14.58,0.75,0.41,,,
1491,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/1491_ic_0.tif,0.1548764886943167,0.287,30.76672,13.08,0.55,0.02,,,
1492,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/1492_ic_1.tif,0.16027665465065,0.289,29.2327,13.12,0.23,0.19,,,
1493,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/1493_ic_1.tif,0.1716695675187156,0.292,29.6227,13.72,-0.01,-0.13,,,
1494,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder6_jd/1494_ic_0.tif,0.155641228255926,0.288,32.25499,13.13,-0.09,0.57,,,
1495,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1495_dv_2.tif,0.024359177281735,0.169,40.62876,90.28,-0.11,4.68,,,
1496,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1496_dv_2.tif,0.0263778064186759,0.163,50.26194,90.82,-0.06,3.24,,,
1497,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1497_dv_1.tif,0.0455716376175824,0.339,7.241206,92.16,-1.26,11.49,,,
1498,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder5_jd/1498_ka_0.tif,0.0327427753170438,0.366,19.08969,92.39,-0.29,2.08,,,
1499,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1499_kv_0.tif,0.0234708184944131,0.176,,90.89,-0.3,0.66,,,
15,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder3_jd/15_ka_2.tif,0.0339842985504052,0.348,10.00474,95.09,-0.98,6.11,,,
150,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder3_jd/150_dv_1.tif,0.0234873246585611,0.177,57.82214,90.37,-0.01,1.57,,,
1500,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1500_ka_1.tif,0.0243345772642871,0.164,47.77604,92.07,-0.38,1.99,,,
1501,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/1501_ac_0.tif,0.0400839705144598,0.145,8.160911,88.95,-1.59,5.69,,,
1502,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/1502_ac_1.tif,0.0362549377620141,0.149,12.31438,89.33,-1.5,5.27,,,
