catalog,roughness,thickness,g60,LAB_L_dmin,LAB_A_dmin,LAB_B_dmin,LAB_L_dmax,LAB_A_dmax,LAB_B_dmax
5539n,6.987604548968804,0.32,8.040946,89.72,-0.6057246439326036,4.491797573170908,26.86,0.2988547724285528,0.9900444091855308
5539o,25.35269671033856,0.43,8.02254,91.35,-0.7915453669000705,15.937285263330804,26.9,0.3926159473604806,2.7195185563063107
5539p,3.396818834454129,0.3,79.44304,90.7,-0.026729097228173,3.2593813408854144,15.179999999999996,0.5961728556663493,4.59326677675021
5539q,3.954485423159776,0.35,75.34893,90.33,-0.3738151661090705,3.1598167292994805,16.85,1.1701242635240303,4.420318751278107
5539r,21.38687706615311,0.42,13.2634,92.63,-0.4387460742673599,9.547184251568751,18.94,0.6315797595895789,3.447399289936848
5539s,35.5300083217993,0.6,2.98697,89.8,-2.538191909185583,17.119612533558737,31.89,0.4277346539171001,-5.347715214023097
5539t,24.182174777572328,0.33,4.664521,89.5,0.4155364415001639,13.758515671627912,29.14,0.6520019651022058,1.5116460805219225
5540a,,0.16,12.20004,92.13,-0.7972354989045916,5.977627584497602,34.290000000000006,-1.9019196693754736,-3.905816117076832
5540b,,0.15,9.554038,90.34,-0.6065979247032449,9.009450345918646,37.89,-2.673420336685912,-5.63553403222824
5540c,,0.18,25.12507,91.1,-1.1307689689918354,6.725175285313623,12.630000000000006,0.0709243460197683,1.77811580003005
5540d,,0.31,12.32764,92.78,-1.0966114804703553,9.061955149646009,22.27,0.4135418550916259,-1.641639327413491
5540e,,0.35,6.665264,92.41,-1.126232222768753,10.60074290162325,27.66,0.4561935127405658,-4.713685311191396
5540f,,0.32,33.94249,94.75,-1.0345312659399974,7.366914123961332,13.71,0.1656851221654431,2.743127788399629
5540g,,0.37,4.194722,94.62,-1.1015628665018706,7.495376828069267,33.61,0.4955791793429809,-5.053210119815644
5540h,,0.35,10.06984,93.72,-0.8061563632404956,8.448304644148807,21.94,0.4207844177923359,-2.9077095834866062
5540i,,0.38,6.448171,93.66,-1.4812957976130805,9.408443250266064,28.08,0.3362237337053986,-4.370713215834465
5540j,,0.35,3.171602,93.28,-0.6544115971355291,8.966295348442976,54.09,-3.9575316842249686,-5.125604084706326
5540k,,0.31,21.09324,92.88,-0.844540042381603,8.94183885247417,13.02,-0.4097944458969771,0.3618405865034202
5540l,,0.25,8.618404,90.6,0.7549713926345292,17.90388944599377,35.73,-1.836030571213898,-5.409590826848132
5540m,,0.32,2.522404,92.35,-0.950630693833665,8.048885858958087,46.17,-2.329374580479049,-7.922078078439476
5540n,,0.33,3.99111,92.82,-0.8736487196244203,5.671827166929,51.77000000000001,-3.063326901127539,-6.648413886280946
5540o,,0.37,4.903025,92.72,-1.2362135875482183,15.156628771615122,40.05,-1.566294344864244,-6.583779157202119
5540p,,0.28,24.77662,90.66,-0.4394516465054954,4.497642107282407,15.869999999999996,0.3562723624138675,5.917298723685793
5540q,,0.34,63.61668,91.71,-0.5480845120922617,4.997961144191865,11.410000000000004,-0.0830212411641467,2.133391479757191
5540r,,0.34,13.87571,92.38,-0.4867912367195748,10.290290462006425,25.85,-1.590475910864669,-1.8114672269392007
5540s,,0.59,2.785701,90.2,-2.2642594345184675,14.598342603037896,59.99000000000001,-3.3962794158959864,-3.481251509467831
5540t,,0.22,5.764234,93.32,-0.9997121773351324,7.831114046924514,50.33,-2.9918770822424112,-3.3259057843619155
5541a,2.3454902304674987,0.17,98.54707,92.23,-0.72,5.5,17.07,-0.31,2.88
5541b,12.254228189670869,0.128,13.86691,92.5,-0.99,10.32,14.28,0.57,2.11
5541c,5.656750302611465,0.352,25.31431,94.26,-0.92,7.08,16.12,0.37,4.66
5541d,7.004850760062598,0.37,18.91378,93.75,-0.98,7.94,26.83,0.69,10.04
5541e,4.303950223355905,0.347,46.134,92.18,-0.64,3.99,13.38,0.51,3.99
5541f,6.062297721304002,0.357,37.28108,92.82,-1.12,8.48,30.13,0.03,11.21
5541g,5.977618359214808,0.313,2.992503,93.89,-1.11,7.73,30.59,0.4,3.37
5541h,7.924640632242647,0.17,7.988826,92.46,-0.3,6.0,28.2,0.36,-0.06
5541i,22.56590807672128,0.194,5.040093,92.91,-0.78,8.75,30.94,0.3,1.21
5541j,12.504686318867378,0.359,7.774532,93.17,-0.69,10.09,21.9,0.54,5.67
5541k,17.33836311466152,0.314,22.54535,93.36,-0.96,7.78,16.39,0.1,5.78
5542a,2.6523574018959097,0.165,94.39645,92.64,-0.71,3.52,14.7,-0.0,2.81
5542b,16.07721398708495,0.127,11.28225,92.57,-1.18,9.41,16.77,0.42,1.5
5542c,6.525744494140119,0.338,14.5006,93.33,-1.32,8.15,20.23,0.35,5.05
5542d,6.577385473047613,0.344,21.66159,91.87,-1.43,9.96,22.51,0.57,8.78
5542e,4.268714884727983,0.331,45.13313,93.3,-0.79,4.64,14.01,0.51,2.96
5542f,4.868831899436807,0.357,40.50851,92.99,-1.23,8.73,25.78,0.47,10.29
5542g,7.783248491566656,0.303,3.531241,92.35,-1.2,8.55,30.13,0.14,3.68
5542h,8.19820321083599,0.168,8.190518,92.75,-0.96,6.27,30.27,-0.13,1.11
5542i,26.012625507940008,0.195,4.940667,92.01,-0.85,8.51,27.15,-0.33,2.29
5542j,14.286933544400528,0.352,5.445092,92.45,-0.76,10.98,21.79,0.31,4.1
5542k,22.359144575900505,0.301,13.89303,93.35,-1.21,7.04,19.7,-0.1,6.02
5543a,2.5517794223626016,0.171,95.04839,92.37,-0.71,4.33,18.75,-0.17,4.17
5543b,14.472141204231772,0.126,11.59658,91.8,-0.87,11.47,18.68,0.57,2.44
5543c,7.15729836065479,0.347,16.03476,93.31,-0.97,8.19,16.89,0.43,4.34
5543d,7.124554043238938,0.356,9.376359,92.04,-1.23,9.96,25.27,0.33,7.32
5543e,3.9051293619532825,0.335,46.70942,91.84,-0.64,5.49,11.17,0.93,4.06
5543f,5.49457175415864,0.358,36.85813,92.18,-1.13,10.05,21.62,0.6,10.49
5543g,7.720823820217866,0.308,2.869509,92.03,-1.03,10.05,29.44,0.17,1.33
5543h,7.7408764183726655,0.173,7.261051,92.6,-0.43,5.43,28.91,0.09,0.51
5543i,24.016146166974377,0.191,4.685472,91.05,-0.6,10.86,33.5,0.08,1.51
5543j,13.05720863152682,0.364,6.270556,93.23,-0.66,10.98,19.34,0.38,2.22
5543k,17.211695167736984,0.308,15.68863,91.44,-0.99,9.9,16.8,0.19,5.97
5544a,2.496869228460654,0.172,113.4194,91.05,-0.8,4.5,16.39,0.07,6.43
5544b,14.389868843025022,0.128,10.27666,91.88,-1.17,9.57,18.39,0.41,1.65
5544c,5.56715354958259,0.348,21.17636,93.6,-1.23,7.84,19.25,0.42,5.85
5544d,5.864213121296432,0.349,20.22967,92.79,-1.52,9.62,25.93,0.43,9.9
5544e,3.828468352090296,0.342,39.731,92.25,-0.81,5.67,12.9,0.95,3.6
5544f,4.47956698957674,0.366,35.79029,91.98,-1.36,9.78,28.51,0.43,10.13
5544g,6.639896897480126,0.305,3.578112,91.13,-1.46,9.57,30.86,0.22,2.83
5544h,6.424421913892953,0.176,7.96142,91.42,-1.01,7.49,22.85,0.16,1.38
5544i,21.96533279027727,0.189,5.848456,91.33,-0.88,9.06,33.7,-0.43,3.44
5544j,13.875462300259496,0.356,6.015796,91.37,-0.9,11.81,21.57,0.38,2.4
5544k,13.193878960314766,0.299,18.84857,91.37,-1.3,10.07,13.81,0.08,6.24
5545a,2.5566791652732275,,82.57835,92.29,1.62,2.99,19.34,0.68,0.23
5545b,3.0371223453946508,,93.83826,94.95,1.28,-0.63,11.97,0.8,2.81
5545c,10.847342948536642,,4.747523,93.58,-0.22,7.85,24.87,-0.07,3.79
5545d,2.8052704050760218,,91.97491,92.18,0.83,2.53,13.61,1.05,-0.47
5545e,6.193942517096165,,3.615673,94.88,1.12,2.33,27.14,0.47,0.43
5545f,3.092400106113958,,92.34984,92.98,0.54,6.38,15.41,-0.03,6.76
5545g,2.3810033830761257,,86.99883,91.6,0.14,5.22,23.53,0.79,4.36
5545h,2.47313959736709,,89.69714,92.24,1.07,1.93,12.17,1.42,-0.72
5545i,2.714178214317559,,86.12293,92.62,1.12,0.98,17.27,0.96,-0.69
5545j,2.5540039383496027,,87.75986,92.27,0.97,2.14,18.09,0.82,-0.19
5545k,6.949609780139436,,10.16672,91.71,1.49,2.07,16.58,0.98,-0.47
5545l,3.080455732304918,,93.67658,93.48,1.19,1.9,10.71,0.94,2.32
5545m,8.942091413599755,,19.60794,94.04,1.02,2.15,19.56,0.51,3.19
5545n,8.047464449716745,,9.642004,91.15,0.29,4.76,19.39,0.95,2.23
5545o,9.248147769766907,,28.848,91.76,1.22,1.45,13.01,1.09,0.41
58,4.423383065630894,0.17,52.46434,91.46,0.06,0.57,,,
59,5.467474304803616,0.174,10.04275,94.55,-1.13,4.72,,,
60,15.394511928514405,0.152,45.36525,56.24,6.67,22.42,,,
61,4.667234708078716,0.158,60.63636,91.43,0.08,0.44,,,
62,4.177789645836824,,29.55413,91.89,-0.39,3.31,,,
63,4.814964335610798,0.171,57.07938,91.63,0.06,1.14,,,
64,5.781226336823446,0.166,54.19984,91.04,0.05,0.6,,,
65,4.853101102566152,0.175,51.28455,91.45,-0.27,-1.12,,,
66,5.291068508209897,0.181,41.74887,93.23,-0.82,3.45,,,
67,8.790101907945333,0.184,10.09326,91.54,-0.29,1.76,,,
68,8.47262754988063,0.181,10.42191,91.9,-0.77,2.99,,,
69,7.305168608567056,0.324,3.885632,92.2,-0.59,9.15,,,
693a,16.946058804596092,,12.50162,91.61,-1.18,8.2,25.15,-0.15,3.97
693b,5.952818965342563,,23.46832,93.16,-0.83,5.54,21.35,0.56,4.29
693c,2.313064495079629,,95.48788,91.45,0.01,2.09,17.09,0.81,3.19
693d,7.22360232315277,,11.62054,91.54,-0.78,11.08,23.77,0.43,4.11
693e,6.144355935557923,,42.60423,90.87,-0.63,3.11,16.26,0.6,4.43
693f,11.021075414404793,,21.32258,92.16,-0.88,10.79,37.81,-0.52,9.35
693g,9.380737788819417,,10.41085,93.62,-0.7,9.67,23.14,0.62,4.07
693h,7.784351931623524,,13.44437,91.59,-0.75,4.67,20.09,0.33,0.13
693i,25.41603590594034,,4.386957,90.71,-0.55,8.1,29.31,0.32,0.06
693j,14.322972310688398,,7.296066,93.87,-0.32,9.66,27.59,1.07,5.83
693k,15.991416131177267,,26.7005,94.18,-0.6,9.78,22.17,0.16,4.7
7,10.410560927588,0.36,7.655796,92.41,-1.28,15.6,,,
70,12.34482850498472,0.15,12.24544,79.17,-0.42,19.54,,,
71,9.5917756848606,0.154,10.76587,90.45,-1.56,7.93,,,
72,9.324654947673642,0.161,16.27972,87.92,-1.4,10.59,,,
74,10.490742683785934,0.142,10.45376,84.97,-1.82,12.2,,,
75,6.025960301213455,0.14,59.79718,89.65,-1.3,6.75,,,
8,7.651664588186492,0.35,9.751451,95.17,-0.26,6.65,,,
80,7.061447382092683,0.175,34.53796,90.54,-0.32,3.46,,,
81,8.536996178975931,0.344,8.084294,94.25,-1.11,8.46,,,
82,4.30559021596372,0.172,37.09106,87.96,-0.18,3.27,,,
83,5.526238623737399,0.187,51.19559,91.64,0.22,-0.15,,,
84,5.179793834350285,0.177,51.26203,92.11,-1.0,-0.46,,,
85,5.696740630591759,0.178,46.76731,91.64,0.38,-0.53,,,
855,4.527807460387665,0.171,49.47334,93.48,-0.36,-0.65,,,
857,5.792527335703888,0.181,53.61673,92.04,-0.69,2.4,,,
858,12.218230556103949,0.157,6.872534,85.55,-0.83,10.26,,,
859,5.263850461593425,0.172,55.5296,90.77,0.06,0.78,,,
86,4.228232381685475,0.169,58.808425,96.36,1.12,-0.97,,,
860,9.537336186442149,0.359,7.462164,92.68,-1.11,12.01,,,
861,6.860322410971441,0.367,8.334037,95.05,-0.88,9.82,,,
862,30.87119132290009,0.449,2.019191,88.11,1.12,19.33,,,
864,5.997988265416145,0.186,50.03469,,,,,,
867a,6.474973714413654,,11.84272,91.58,-0.68,5.58,24.99,0.33,-3.56
867b,13.946520426069837,,8.960037,90.36,-0.74,10.86,22.64,0.23,3.78
867c,7.253392255514956,,11.44584,91.94,-0.65,8.27,24.09,0.54,-0.5
867d,7.227888024970965,,4.792728,92.55,-1.08,9.32,33.05,0.17,-4.7
867e,5.792080423423472,,25.33726,92.81,-1.1,8.08,14.3,0.87,5.1
867f,8.753121566416176,,3.101269,90.69,-0.57,8.29,35.04,0.34,-5.43
867g,10.724512250797222,,7.8684,91.86,-0.56,12.98,42.24,0.38,5.17
867h,18.26263833567675,,7.001127,92.23,-1.37,11.5,22.07,0.48,2.83
867i,8.484521401080197,,15.16705,91.9,-0.62,9.97,14.25,0.71,3.7
867j,9.898311783370447,,9.841924,89.49,0.6,17.29,22.58,0.05,-2.41
867k,24.070756991035136,,3.21821,91.68,-0.9,11.46,32.75,0.45,-3.1
867l,27.468646336397445,,5.232393,90.45,-0.55,16.44,33.9,0.47,-5.99
867m,2.8773075135775543,,51.59237,90.26,0.14,3.23,13.74,0.84,3.54
867n,5.507795436898754,,67.87057,89.68,0.03,3.73,15.55,0.65,3.0
867o,25.16058641837321,,14.93182,89.98,-0.31,10.82,16.89,0.54,1.25
867p,24.580826630597382,,4.14183,89.59,-2.24,19.13,32.97,-0.1,-4.83
867q,26.830292475110493,,4.622076,92.57,-1.06,9.67,34.68,0.17,-5.88
869a,2.233977492616888,0.172,94.41146,92.14,-0.63,3.45,20.39,0.01,2.4
869b,13.595702074912982,0.129,10.9379,92.17,-1.2,9.09,16.93,0.56,1.25
869c,6.3223502401689,0.346,14.77678,93.06,-1.27,7.88,21.46,0.4,6.03
869d,6.583114789348811,0.345,21.11611,92.27,-1.33,9.17,28.0,0.6,10.33
869e,3.9137533125940354,0.332,46.96024,93.12,-0.75,4.24,13.22,0.53,3.41
869f,5.732023378489565,0.354,37.06908,93.03,-1.17,8.03,20.65,0.53,9.56
869g,7.438989454320865,0.302,2.744029,92.99,-1.06,7.93,28.26,0.06,2.31
869h,7.04629547772036,0.173,7.690801,92.45,-0.8,5.62,29.23,0.13,0.64
869i,24.77702424527138,0.197,4.959156,91.5,-0.84,8.13,29.01,-0.33,2.0
869j,14.873622588241304,0.367,5.649086,92.52,-1.01,10.04,21.91,0.4,4.0
869k,20.704853096551897,0.323,16.93679,92.98,-1.04,6.76,20.49,0.29,4.66
87,3.069703741652185,0.28,62.84501,96.33,0.61,0.7,,,
870a,14.377662438057458,,11.18418,90.77,-1.02,11.84,56.0,-0.96,7.51
870b,6.70858959789683,,16.85451,92.95,-0.75,6.3,33.6,0.47,4.52
870c,2.574981490379899,,94.07029,91.94,-0.07,3.07,23.7,0.5,3.47
870d,6.334774935336712,,13.47164,93.26,-0.93,12.3,24.65,0.62,5.84
870e,5.860712018986364,,34.2431,89.65,-0.4,6.36,19.95,-0.3,2.83
870f,10.834151016656511,,22.70252,93.67,-0.8,11.29,31.39,0.09,10.78
870g,7.4734692891807954,,10.13034,94.24,-0.69,10.01,21.83,0.76,4.83
870h,8.89097660832731,,10.8494,91.88,-0.48,6.38,21.61,0.37,0.38
870i,23.721293205374675,,4.548407,93.11,-0.62,8.07,32.32,0.37,1.1
870j,15.68948417513026,,5.815135,92.85,-0.74,10.59,23.85,0.27,3.15
870k,17.571837302007605,,22.71332,92.87,-0.58,11.57,18.37,0.19,3.64
872a,4.963506326065467,0.327,52.38177,93.3,0.36,0.15,12.44,0.46,1.23
872b,7.165426226974105,0.328,14.26478,93.5,-0.31,7.98,19.11,0.37,4.06
872c,4.701141338610093,0.317,54.52151,93.09,-0.11,1.19,12.2,0.45,1.03
872d,4.5490455646625145,0.365,63.5819,95.28,1.76,-1.79,17.74,1.01,0.79
872e,6.051761396194751,0.184,52.78811,93.56,0.37,1.08,12.79,0.35,-0.16
872f,4.641821255500547,0.373,65.66144,92.91,1.82,-1.87,17.52,1.06,0.67
872g,7.130910084630895,0.326,14.83522,94.41,-0.27,8.14,17.27,0.44,4.04
872h,5.560358471681287,0.185,51.31859,93.58,0.12,1.04,14.02,0.22,-0.39
875a,3.4443860537296014,0.311,87.19617,94.07,-1.17,4.29,14.41,0.6,-1.33
875b,7.1133305133129525,0.291,14.01667,91.47,0.27,2.62,20.95,0.18,-0.4
875c,11.453776935537528,0.342,5.821916,93.18,-0.71,9.13,22.17,0.08,3.57
875d,22.04854886723645,0.325,10.64283,93.99,-0.56,7.6,15.59,-0.07,5.16
875e,12.38379160900545,0.337,5.041471,93.98,-0.57,7.35,22.43,6.35,5.44
875f,3.3502506510203287,0.184,91.5033,91.88,-0.6,1.85,22.45,0.31,1.06
875g,7.912025197125235,0.187,9.849113,92.59,-0.47,3.25,27.29,0.16,0.49
875h,3.1272928980635,0.317,88.12595,94.2,-1.1,4.49,17.95,0.32,1.58
875i,8.566663138333583,0.319,10.59712,93.45,-0.72,4.27,26.78,0.17,1.05
875j,13.342572158906185,0.338,7.902721,93.22,-0.65,9.52,24.51,0.31,2.1
875k,9.478729227993066,0.31,1.407381,93.18,-0.75,9.23,30.8,0.26,0.9
875l,4.118325798092377,0.181,90.14918,92.37,-0.55,1.68,15.35,0.08,2.17
875m,10.685464808095494,0.362,10.10691,93.9,-0.74,8.13,19.7,0.08,2.67
875n,26.05260396052231,0.31,11.0702,93.79,-0.4,8.33,27.36,-0.28,3.92
875o,10.449732836913292,0.359,7.301835,94.17,-0.81,8.61,20.75,4.26,6.76
875p,12.1563200016264,0.308,8.474232,92.78,-0.64,9.82,19.71,0.41,5.24
875q,17.077608185933034,0.307,7.323846,90.89,1.07,16.17,22.18,0.66,5.77
875r,10.012788889161657,0.308,1.947551,92.61,-0.66,9.91,28.01,0.14,3.47
875s,10.400070350320975,0.368,10.84093,94.83,-0.72,7.43,19.5,9.7,9.9
875t,22.662751442727668,0.207,2.853472,93.14,-1.02,7.98,27.45,0.05,1.71
875u,13.677803563868135,0.13,10.79789,88.71,0.54,8.64,22.46,0.99,0.1
876a,14.124112076263849,,11.28392,90.83,-1.01,11.03,31.16,-0.43,2.98
876b,8.145225455113447,,10.9212,92.27,-0.9,4.55,75.68,-0.55,3.85
876c,2.931346148977556,,95.07405,91.48,-0.14,3.39,22.87,0.39,2.48
876d,6.596080569415098,,12.75758,92.21,-1.08,11.56,20.58,0.25,4.38
876e,5.546577148087279,,37.95589,89.89,-0.2,6.14,20.96,-0.28,4.34
876f,11.682024726461592,,21.57467,91.6,-0.78,10.72,36.08,-0.6,8.37
876g,9.217419110104558,,14.12487,91.68,-0.64,10.22,26.15,-0.31,6.61
876h,8.223488295930528,,11.72205,91.74,-0.69,6.68,20.58,0.14,0.6
876i,30.05649913434806,,3.861681,90.72,-0.47,9.74,31.72,0.24,1.24
876j,17.41267563414875,,4.698211,93.21,-0.7,11.03,26.26,0.49,2.59
876k,27.40245489083761,,16.59673,93.45,-0.68,10.99,17.02,0.24,2.89
877a,7.735361366824121,0.14,9.896444,82.79,-0.81,12.8,20.87,0.55,0.12
877b,15.510194771331646,0.31,7.674135,87.56,-0.46,14.31,21.03,0.58,-0.42
877c,6.105577014788533,0.21,23.02373,87.65,-0.5,7.01,20.0,0.75,3.92
877d,8.57996158248352,0.27,9.553672,89.49,-0.73,13.13,22.73,0.5,-1.83
877e,7.753216321217433,0.29,5.752685,87.53,-0.41,16.65,32.86,0.26,-4.01
877f,7.748900188071608,0.25,19.06214,87.88,-0.69,14.06,13.17,0.78,3.3
877g,7.351905854437774,0.24,4.033048,87.52,-0.11,14.14,34.71,0.31,-4.65
877h,11.756076219482344,0.28,7.763454,85.83,-0.12,17.4,20.53,0.57,-0.27
877i,17.363831867291562,0.23,8.360926,89.1,-0.75,14.79,24.27,0.3,-3.64
877k,16.042695104871598,0.36,9.396269,87.73,-0.12,16.12,13.91,0.61,2.36
877l,12.01021564717654,0.26,4.432434,88.07,0.85,17.51,24.64,0.61,2.42
877m,19.89746172074643,0.36,5.185179,89.87,-0.85,11.8,40.77,-0.35,-7.43
877n,7.264918791831394,0.45,5.475118,86.29,-0.61,9.52,39.56,-0.32,-6.88
877o,22.8756585343351,0.33,40.69286,87.7,-0.45,19.01,27.8,0.28,-3.73
877p,11.975754313103504,0.44,33.80836,84.35,-0.48,11.92,14.73,0.59,3.44
877q,4.674231305887696,0.43,13.06631,87.66,-0.44,6.62,17.73,1.05,5.92
877r,24.31712387186493,0.71,2.143515,89.78,-0.37,12.48,22.77,-0.14,-0.28
877s,37.75509952858254,0.19,4.523734,87.13,-1.01,19.51,41.82,-0.77,-5.74
878,15.983634529504627,0.347,5.24871,94.26,-1.54,7.2,,,
879,5.787369475790906,0.177,42.63565,92.32,0.63,-0.22,,,
88,24.15089010874255,0.297,11.70045,93.82,-1.99,9.65,,,
880,8.405421680684382,0.181,10.31871,92.74,0.02,4.42,,,
881,4.345923516713077,0.188,51.93132,91.4,0.3,2.42,,,
882,11.46542319512337,0.147,6.149825,90.28,-1.36,7.5,,,
883,39.85783405806372,0.336,,93.04,1.21,-1.94,,,
884,5.161506858267161,0.162,43.77359,92.43,-0.7,2.35,,,
885,5.033777693181291,0.163,42.04083,92.49,-0.16,2.52,,,
886,4.13569810224341,0.175,62.60952,92.95,-0.43,2.03,,,
887,4.246367315739126,0.167,59.55093,92.9,-0.38,1.9,,,
888,3.7856206531570673,0.171,65.52628,92.75,0.14,0.72,,,
889,7.617464180695726,0.192,9.755704,93.37,-0.68,3.37,,,
89,5.6764552942282505,0.18,47.13161,96.33,0.95,0.09,,,
890,2.2475400081494272,0.258,7.924961,94.91,-0.87,2.24,,,
891,4.830675404783527,0.168,44.73385,93.06,-0.57,2.13,,,
892,5.487322190917731,0.16,40.83668,93.06,-0.42,2.12,,,
893,5.218052217352937,0.162,43.5574,92.12,-0.75,2.51,,,
894,7.700834859859523,0.195,7.948486,94.02,-0.75,3.0,,,
895,4.257515509769277,0.343,57.58015,94.12,-0.51,1.54,,,
896,3.393543552121064,0.172,54.49598,95.95,0.72,-0.54,,,
899a,14.34001617342304,,10.84133,92.34,-0.91,9.56,50.18,-0.71,4.81
899b,9.501198192892884,,20.82309,93.82,-0.77,4.5,36.08,0.07,4.72
899c,2.7619527448044585,,96.82595,91.57,0.01,2.03,17.96,0.53,2.5
899d,6.681378549639695,,16.93332,92.61,-0.94,10.27,30.68,0.86,7.84
899e,5.557029686549603,,39.04278,91.18,-0.57,3.74,26.28,-0.43,2.27
899f,8.732028903621655,,28.66069,93.48,-0.87,9.36,34.87,0.5,10.25
899g,8.147643297669383,,14.38497,94.08,-0.63,8.51,16.99,0.88,6.25
899h,7.177491335239679,,11.94178,92.65,-0.39,5.92,21.08,0.16,0.28
899i,26.19565267472125,,3.82653,92.11,-1.03,6.12,30.0,0.37,1.16
899j,17.55829411972988,,5.44605,93.48,-0.71,9.21,20.84,-0.03,2.56
899k,21.8215115386015,,17.29738,93.59,-0.4,10.48,19.33,0.1,2.68
9,6.155825211892306,0.176,7.242791,92.07,-1.37,4.98,,,
90,5.526141161729417,0.151,43.26025,90.75,-1.9,9.46,,,
901a,8.158332519309523,0.349,11.36265,90.56,-1.23,8.54,34.06,0.14,7.59
901aa,2.5303451620329347,0.177,96.07349,92.34,-0.52,3.83,19.95,0.05,2.15
901b,8.35741729928725,0.35,8.869738,92.07,-0.97,10.17,26.74,0.3,4.08
901bb,7.316777308258881,0.335,11.57385,94.03,-0.83,9.27,20.39,0.09,2.03
901c,7.050178541631456,0.36,37.54899,90.41,-1.35,8.67,13.16,0.46,6.67
901cc,7.56637570484064,0.172,10.32378,93.44,-0.91,6.22,24.64,0.12,0.76
901d,7.638053752919013,0.389,8.601925,90.22,-1.19,10.65,21.44,0.3,2.06
901dd,18.403309545985493,0.304,21.19699,93.35,-0.79,9.11,18.68,0.16,2.35
901e,12.400170845149908,0.361,5.880481,90.47,-0.73,10.26,28.61,0.32,4.43
901ee,2.235220204458963,0.233,93.42215,92.55,-0.1,0.03,13.91,0.53,1.06
901f,26.78112727942988,0.319,19.35949,89.82,-1.2,7.8,21.92,0.16,9.78
901ff,2.3101571417201607,0.244,16.52955,92.65,0.28,-0.13,14.94,0.89,0.03
901g,14.358279485658644,0.128,13.14353,91.36,-1.08,10.13,23.16,0.29,1.26
901gg,18.32533791056098,0.189,6.082599,93.21,-0.84,9.14,26.03,0.47,1.84
901h,7.405962983292327,0.332,8.334484,91.19,-0.87,5.49,26.05,0.18,0.75
901hh,13.64296545222714,0.126,10.54915,90.63,0.14,8.92,16.29,0.51,1.07
901i,7.403393782297628,0.374,9.377468,93.71,-0.94,9.68,28.11,0.02,1.25
901ii,2.831530585859,0.169,95.86291,92.51,0.13,1.03,16.05,0.84,2.46
901j,2.5761076540624845,0.168,92.60112,89.89,-0.71,3.46,19.29,0.24,1.34
901jj,7.104549745681199,0.176,12.50377,92.19,0.78,0.62,15.52,0.85,0.76
901k,6.192055174116212,0.354,12.49888,91.91,-0.72,4.75,24.04,0.27,0.55
901kk,3.056722733496677,0.17,95.36852,92.8,-0.78,4.94,14.66,0.08,2.21
901l,7.416542924392005,0.331,13.10197,91.22,-1.07,6.05,24.07,0.1,1.55
901ll,7.717328123469059,0.337,17.85498,94.25,-0.94,6.85,24.21,-0.88,2.24
901m,2.5737699081677645,0.166,93.67472,90.58,-0.61,4.9,20.3,0.52,3.13
901mm,7.7480402166119795,0.333,21.84299,92.45,-0.48,3.96,36.49,-1.3,0.28
901n,9.28165719692051,0.325,11.99719,92.12,-0.86,9.24,19.76,0.48,2.59
901nn,3.276674942823892,0.172,96.24583,92.14,0.82,0.15,20.54,0.46,-1.09
901o,4.712630409462072,0.343,49.46096,91.16,-0.72,5.23,15.01,0.45,2.93
901p,22.764710343469645,0.309,15.38901,91.53,-0.9,9.4,21.52,0.22,3.47
901q,17.501889921271886,0.191,5.526232,91.49,-1.1,7.86,30.44,-0.41,2.24
901r,6.890134404652686,0.347,16.23269,90.99,-1.53,9.09,20.0,0.35,5.66
901s,7.9046810612731555,0.308,2.22565,92.85,-1.07,8.18,32.11,0.26,3.98
901t,9.183040546986485,0.339,9.919281,92.75,-0.71,10.05,20.96,0.22,1.36
901u,23.49405905363165,0.31,19.59859,91.74,-1.14,7.29,38.28,0.08,9.59
901v,14.931160747755577,0.146,8.684846,91.77,-0.94,9.06,24.36,-0.05,0.94
901w,2.616491660093676,0.172,95.18554,92.37,-0.8,4.47,9.24,0.45,1.25
901x,8.812694695648105,0.374,9.791388,90.83,-1.04,11.76,24.43,0.71,7.75
901y,4.765797237990991,0.335,53.69305,91.83,-0.85,4.49,14.01,0.12,1.94
901z,7.362525226348231,0.345,15.75504,92.0,-0.68,4.7,22.21,0.18,0.44
903a,2.7244964829037843,,93.93642,96.01,0.55,0.52,13.11,0.67,0.43
903b,8.615389335278,,28.97068,94.63,2.06,-0.18,9.25,1.14,0.35
903c,2.2005347580328705,,94.81065,95.26,0.87,0.26,13.27,1.78,1.86
903d,5.696958353091896,,2.714729,95.16,1.08,2.57,35.93,0.35,0.27
903e,21.09612011376973,,12.33295,93.77,0.67,4.14,16.52,0.43,1.87
903f,9.147877693621457,,26.28284,94.63,0.97,1.25,15.29,0.72,0.93
903g,2.595700125705436,,96.29964,95.29,2.4,-0.59,11.51,0.72,2.9
903h,2.493980551588306,,95.87666,94.77,2.3,1.65,10.93,0.95,4.18
903i,6.582843888761039,,5.419288,94.35,-0.31,7.03,28.69,0.26,3.92
903j,10.60886809271407,,1.935463,93.43,-0.22,9.01,27.02,0.42,0.88
